업무,공고번호-차수,분류,공고명,공고기관,수요기관,계약방법,입력일시,입찰마감일시,공고링크,키워드
용역,20240320287-00,일반,[학술] 임신성 당뇨병 환자의 예후 추적 연구 기반 마이크로바이옴 변화 데이터 구축,질병관리청 국립보건연구원,질병관리청 국립보건연구원,제한(총액)협상에의한계약,2024/03/13 17:26,(2024/03/26 10:00),https://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20240320287&bidseq=00&releaseYn=Y&taskClCd=5,데이터
용역,20240318182-00,긴급,빅데이터 플랫폼 기반 분석지원 전략 수립 및 성과조사,조달청,한국지능정보사회진흥원,일반(총액)협상에의한계약,2024/03/13 16:32,(2024/04/03 10:00),https://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20240318182&bidseq=00&releaseYn=Y&taskClCd=1,데이터
용역,20240319546-00,일반,산림경영자료 시계열 분석을 통한 산림부문 국가온실가스감축목표 기초데이터 정합성 비교 검토,산림청,산림청,제한(총액)협상에의한계약,2024/03/13 15:09,(2024/03/26 11:00),https://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20240319546&bidseq=00&releaseYn=Y&taskClCd=5,데이터
용역,20240319350-00,일반,제6회 교육 공공데이터 분석활용대회 위탁운영,한국교육학술정보원,한국교육학술정보원,제한(총액)협상에의한계약,2024/03/13 14:33,(2024/03/25 10:00),https://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20240319350&bidseq=00&releaseYn=Y&taskClCd=5,데이터
용역,20240319326-00,일반,기상기후데이터 활용가치 확산을 위한 인식제고,한국기상산업기술원,한국기상산업기술원,제한(총액)협상에의한계약,2024/03/13 14:25,(2024/03/26 14:00),https://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20240319326&bidseq=00&releaseYn=Y&taskClCd=5,데이터
용역,20240319269-01,취소,제6회 교육 공공데이터 분석활용대회 위탁운영,한국교육학술정보원,한국교육학술정보원,제한(총액)협상에의한계약,2024/03/13 14:23,(2024/03/25 10:00),https://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20240319269&bidseq=01&releaseYn=Y&taskClCd=5,데이터
용역,20240318310-00,일반,50종 언론사 뉴스 데이터 제공 용역,행정안전부 국립재난안전연구원,행정안전부 국립재난안전연구원,수의(총액),2024/03/13 14:22,(2024/03/14 12:00),https://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20240318310&bidseq=00&releaseYn=Y&taskClCd=5,데이터
용역,20240318638-00,일반,교육행정데이터통합관리시스템 구축 사업 개인정보 영향평가,한국교육학술정보원,한국교육학술정보원,제한(총액)협상에의한계약,2024/03/13 13:54,(2024/03/25 10:00),https://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20240318638&bidseq=00&releaseYn=Y&taskClCd=5,데이터
용역,20240310111-00,긴급,전송요구권 법제 연구 및 마이데이터 제도 안내서 개발,조달청 광주지방조달청,한국인터넷진흥원,제한(총액)협상에의한계약,2024/03/12 18:39,(2024/03/27 10:00),https://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20240310111&bidseq=00&releaseYn=Y&taskClCd=1,데이터
용역,20240229614-00,긴급,2024년 문화 빅데이터 플랫폼 운영 및 유지관리,조달청 서울지방조달청,한국문화정보원,제한(총액)협상에의한계약,2024/03/12 17:59,(2024/03/28 10:00),https://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20240229614&bidseq=00&releaseYn=Y&taskClCd=1,데이터
용역,20240317443-00,일반,통계 데이터 분석 용역,어린이집안전공제회,어린이집안전공제회,일반(총액)협상에의한계약,2024/03/12 17:09,(-),https://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20240317443&bidseq=00&releaseYn=Y&taskClCd=5,데이터
용역,P2024104-01,변경,"2024년 메타관리(SMETA), 데이터품질관리(SDQ)솔루션 유지보수",한전KDN(주),한전KDN(주),수의(총액),2024/03/12 16:45,(2024/03/13 18:00),https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20240320294&bidseq=01,데이터
용역,20240308953-00,긴급,2024년 인체데이터 활용 사업모델 개발,조달청 충북지방조달청,산업통상자원부 국가기술표준원,제한(총액)협상에의한계약,2024/03/12 13:22,(2024/03/26 10:00),https://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20240308953&bidseq=00&releaseYn=Y&taskClCd=1,데이터
용역,20240316004-00,일반,가야문화권 인골 3차원 데이터 구축,문화재청 국립문화재연구원 국립가야문화재연구소,문화재청 국립문화재연구원 국립가야문화재연구소,수의(총액)소액수의,2024/03/12 11:20,(2024/03/12 16:00),https://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20240316004&bidseq=00&releaseYn=Y&taskClCd=5,데이터
용역,20240315985-00,일반,"2024년 데이터 오픈랩 DB 구축,품질 관리 및 서비스 발굴",재단법인부산테크노파크,재단법인부산테크노파크,제한(총액)협상에의한계약,2024/03/12 11:16,(2024/03/25 14:00),https://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20240315985&bidseq=00&releaseYn=Y&taskClCd=5,데이터
용역,20240315896-00,일반,고장검출용 데이터 및 진단 알고리즘 상세 분석,한국해양과학기술원 부설 선박해양플랜트연구소,한국해양과학기술원 부설 선박해양플랜트연구소,수의(총액),2024/03/12 10:53,(2024/03/13 12:00),https://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20240315896&bidseq=00&releaseYn=Y&taskClCd=5,데이터
용역,20240315478-00,긴급,2024년 마이데이터 원스톱 통합지원 홈페이지 유지관리 용역,한국데이터산업진흥원,한국데이터산업진흥원,제한(총액)협상에의한계약,2024/03/12 09:24,(2024/03/25 10:00),https://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20240315478&bidseq=00&releaseYn=Y&taskClCd=5,데이터
용역,20240315379-00,일반,해양생태계 진단평가 및 데이터시각화 체계 구축,해양환경공단,해양환경공단,제한(총액)협상에의한계약,2024/03/12 08:20,(2024/03/25 10:00),https://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20240315379&bidseq=00&releaseYn=Y&taskClCd=5,데이터
용역,20240323734-00,일반,"한림대학교 K-고등교육모델, AI교육 솔루션 발표자료 및 PoC 제작·시연 용역 업체 선정",한림대학교,한림대학교,일반(총액)협상에의한계약,2024/03/15 09:23,(-),https://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20240323734&bidseq=00&releaseYn=Y&taskClCd=5,AI
용역,20240311947-00,일반,재판업무 지원을 위한 AI모델 개발 ISP,조달청 서울지방조달청,대법원,일반(총액)협상에의한계약,2024/03/15 08:25,(2024/04/04 10:00),https://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20240311947&bidseq=00&releaseYn=Y&taskClCd=1,AI
용역,20240323327-00,긴급,"AI 등 기반 디지털의료제품 하위법령 법제 및 행정처분, 과태료 개선방안 조사·연구",식품의약품안전처,식품의약품안전처,제한(총액)협상에의한계약,2024/03/14 18:51,(2024/03/26 10:00),https://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20240323327&bidseq=00&releaseYn=Y&taskClCd=5,AI
용역,20240318706-00,일반,기본 교육과정 초등 3~4학년군 국어과 국정 AI 디지털교과서 개발,조달청,교육부 국립특수교육원 총무과,일반(총액)협상에의한계약,2024/03/14 13:46,(2024/03/26 10:00),https://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20240318706&bidseq=00&releaseYn=Y&taskClCd=1,AI
용역,20240321888-00,일반,생성형AI 활용 교육 용역,서울특별시 영등포구,서울특별시 영등포구,제한(총액)협상에의한계약,2024/03/14 13:34,(2024/04/01 16:00),https://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20240321888&bidseq=00&releaseYn=Y&taskClCd=5,AI
용역,20240321590-00,일반,AI 알파벳 파닉스 프로그램 이용 용역,전북특별자치도교육청,전북특별자치도교육청,제한(총액)규격가격동시,2024/03/14 11:23,(2024/03/25 10:00),https://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20240321590&bidseq=00&releaseYn=Y&taskClCd=5,AI
용역,20240321505-00,일반,2024년 AI정보교육 중심학교 온라인 착수워크숍 운영 용역,한국과학창의재단,한국과학창의재단,수의(총액)소액수의,2024/03/14 11:21,(2024/03/20 10:00),https://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20240321505&bidseq=00&releaseYn=Y&taskClCd=5,AI
용역,20240321415-00,일반,2024년도 서울시 서울 AI 허브 창업을 위한 AI 개발자 양성 교육 용역,서울대학교 연구소 AI연구원,서울대학교 연구소 AI연구원,일반(총액)협상에의한계약,2024/03/14 10:48,(2024/04/08 11:00),https://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20240321415&bidseq=00&releaseYn=Y&taskClCd=5,AI
용역,20240321277-00,일반,AI 활용 진학 플랫폼 운영 용역,부산광역시교육청 부산광역시교육청학력개발원,부산광역시교육청 부산광역시교육청학력개발원,제한(총액)협상에의한계약,2024/03/14 10:17,(2024/03/25 10:00),https://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20240321277&bidseq=00&releaseYn=Y&taskClCd=5,AI
용역,20240312442-00,일반,2024년 AI반도체 홍보 및 확산,조달청 충북지방조달청,정보통신산업진흥원,제한(총액)협상에의한계약,2024/03/14 09:53,(2024/04/04 10:00),https://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20240312442&bidseq=00&releaseYn=Y&taskClCd=1,AI
용역,20240316985-00,일반,진안 늘봄학교 AI코스웨어 위탁 운영 용역 2단계[규격·가격동시] 입찰,전북특별자치도교육청 전북특별자치도진안교육지원청,전북특별자치도교육청 전북특별자치도진안교육지원청,일반(총액)규격가격동시,2024/03/14 09:47,(2024/03/25 10:00),https://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20240316985&bidseq=00&releaseYn=Y&taskClCd=5,AI
용역,20240321014-00,긴급,AI 홍수예보 음성메시지 통보체계 구축,환경부 한강홍수통제소,환경부 한강홍수통제소,수의(총액),2024/03/14 08:59,(2024/03/14 15:00),https://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20240321014&bidseq=00&releaseYn=Y&taskClCd=5,AI
용역,20240319228-00,일반,2024 Maison&Objet Paris」전시부스 설치 및 관리 용역,재단법인광주디자인진흥원,재단법인광주디자인진흥원,일반(총액)협상에의한계약,2024/03/13 14:07,(-),https://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20240319228&bidseq=00&releaseYn=Y&taskClCd=5,AI
용역,20240211-01,변경,모바일 AI영상분석 어플리케이션 개발,한전KDN(주),한전KDN(주),제한(총액)협상에의한계약,2024/03/13 09:55,(2024/03/26 11:00),https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20240323563&bidseq=01,AI
용역,P2024098-01,변경,2024년 AI기반 자기소개서 평가 용역,한전KDN(주),한전KDN(주),수의(총액),2024/03/12 16:08,(2024/03/13 18:00),https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20240320300&bidseq=01,AI
용역,20240312357-00,긴급,초거대 AI 기반 서비스 개발 지원 사업 운영 지원,조달청,한국지능정보사회진흥원,일반(총액)협상에의한계약,2024/03/12 15:55,(2024/03/29 10:00),https://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20240312357&bidseq=00&releaseYn=Y&taskClCd=1,AI
용역,E112400016-00,일반,AI기반 최적화를 이용한 AC-OPF 기술 개발 연구용역,한국전력거래소,재무경영팀,제한(총액),2024/03/12 15:51,(2024/03/26 10:00),https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20240324185&bidseq=00,AI
용역,20240316013-00,일반,‘(특검)Methyl hippuric aicd’ 외 36종 위탁검사 용역계약,양산부산대학교병원,양산부산대학교병원,제한(총액),2024/03/12 11:24,(2024/03/20 11:00),https://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20240316013&bidseq=00&releaseYn=Y&taskClCd=5,AI
용역,20240315514-00,일반,SW중심대학 AI융합역량인증제 운영 업체선정,상명대학교,상명대학교,제한(총액)협상에의한계약,2024/03/12 09:31,(-),https://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20240315514&bidseq=00&releaseYn=Y&taskClCd=5,AI
용역,20240316659-00,일반,2024 인공지능교육 교원 국외체험 연수 용역,충청남도교육청,충청남도교육청,제한(총액)규격가격동시,2024/03/12 14:52,(2024/03/26 10:00),https://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20240316659&bidseq=00&releaseYn=Y&taskClCd=5,인공지능
